,file,string,begin,end,type
2655,ES100064.xml,lesiones isquémicas supratentoriales,1489,1525,B-Grp_Enfermedad
2656,ES100064.xml,masa,1528,1532,B-Grp_Enfermedad
2658,ES100064.xml,ocupación,1691,1700,B-Grp_Enfermedad
2660,ES100064.xml,masa,1736,1740,B-Grp_Enfermedad
2661,ES100064.xml,infiltración,1854,1866,B-Grp_Enfermedad
2662,ES100064.xml,obliteración,1871,1883,B-Grp_Enfermedad
2665,ES100064.xml,desplazamiento inferior,1939,1962,B-Grp_Enfermedad
2666,ES100064.xml,proptosis ocular,1965,1981,B-Grp_Enfermedad
2667,ES100064.xml,masa expansiva,2003,2017,B-Grp_Enfermedad
2669,ES100064.xml,pared lateral extendiéndose,2066,2093,B-Estructura_Corporal
2672,ES100064.xml,invasión,2173,2181,B-Grp_Enfermedad
2676,ES100064.xml,infiltración blástico-lítica vertebral,2411,2449,B-Grp_Enfermedad
2677,ES100064.xml,metástasis,2499,2509,B-Grp_Enfermedad
2681,ES100064.xml,afectación orbitaria extraconal inferior derecha y superior izquierda,2593,2662,B-Grp_Enfermedad
2682,ES100064.xml,radioterapia,2679,2691,B-Grp_Medicamento
2683,ES100064.xml,flutamida,2754,2763,B-Grp_Medicamento
2685,ES100064.xml,prednisona,2886,2896,B-Grp_Medicamento
2687,ES100064.xml,disminución de la,3112,3129,B-Grp_Enfermedad
2448,ES100273.xml,hipertensa,39,49,B-Grp_Enfermedad
2449,ES100273.xml,obesa,62,67,B-Grp_Enfermedad
2450,ES100273.xml,dislipémica,69,80,B-Grp_Enfermedad
2451,ES100273.xml,enfermedad renal crónica,87,111,B-Grp_Enfermedad
2452,ES100273.xml,ERC,113,116,B-Grp_Enfermedad
2453,ES100273.xml,diabetes,144,152,B-Grp_Enfermedad
2454,ES100273.xml,nefroangiosclerosis,157,176,B-Grp_Enfermedad
2455,ES100273.xml,fístula arteriovenosa,295,316,B-Grp_Enfermedad
2457,ES100273.xml,infecciones,455,466,B-Grp_Enfermedad
2458,ES100273.xml,fiebre,531,537,B-Grp_Enfermedad
2459,ES100273.xml,escalofríos,540,551,B-Grp_Enfermedad
2460,ES100273.xml,bacteriemia,582,593,B-Grp_Enfermedad
2463,ES100273.xml,infección,660,669,B-Grp_Enfermedad
2325,ES100924.xml,lesiones cutáneas,132,149,B-Grp_Enfermedad
2327,ES100924.xml,placas lineales,230,245,B-Grp_Enfermedad
2331,ES100924.xml,dolor,450,455,B-Grp_Enfermedad
2332,ES100924.xml,malestar general,459,475,B-Grp_Enfermedad
1476,ES100688.xml,aumento,259,266,B-Grp_Enfermedad
1481,ES100688.xml,infiltraciones intralesionales,617,647,B-Grp_Enfermedad
1483,ES100688.xml,prednisona,722,732,B-Grp_Medicamento
1484,ES100688.xml,epilepsia,815,824,B-Grp_Enfermedad
1485,ES100688.xml,retraso mental leve,841,860,B-Grp_Enfermedad
1486,ES100688.xml,hipotiroidismo,862,876,B-Grp_Enfermedad
1488,ES100688.xml,alergia,906,913,B-Alergia
1489,ES100688.xml,Levotiroxina,970,982,B-Grp_Medicamento
1490,ES100688.xml,Carbamazepina,1002,1015,B-Grp_Medicamento
1491,ES100688.xml,Metformina,1037,1047,B-Grp_Medicamento
1492,ES100688.xml,aumento,1107,1114,B-Calificador
1495,ES100688.xml,surcos transversales,1216,1236,B-Estructura_Corporal
1499,ES100688.xml,macroglosia,1307,1318,B-Grp_Enfermedad
1500,ES100688.xml,infiltraciones intralesionales,1353,1383,B-Grp_Enfermedad
1504,ES100688.xml,dolor post,1527,1537,B-Grp_Enfermedad
1507,ES100688.xml,infiltración,1777,1789,B-Grp_Enfermedad
1509,ES100688.xml,anestesia,1887,1896,B-Grp_Medicamento
2093,ES100663.xml,obesidad,78,86,B-Grp_Enfermedad
2094,ES100663.xml,HTA,88,91,B-Grp_Enfermedad
2095,ES100663.xml,fibromialgia,93,105,B-Grp_Enfermedad
2096,ES100663.xml,hernia discal,108,121,B-Grp_Enfermedad
2097,ES100663.xml,lumbociática,227,239,B-Estructura_Corporal
2099,ES100663.xml,sensación de nudo retroesternal,283,314,B-Grp_Enfermedad
2100,ES100663.xml,disfagia progresiva,316,335,B-Grp_Enfermedad
2101,ES100663.xml,pérdida de peso,338,353,B-Grp_Enfermedad
2103,ES100663.xml,efecto masa,415,426,B-Grp_Enfermedad
2106,ES100663.xml,masa de color marrón-negro,549,575,B-Grp_Enfermedad
2108,ES100663.xml,submucosa,606,615,B-Estructura_Corporal
2109,ES100663.xml,ulcerada,620,628,B-Grp_Enfermedad
2110,ES100663.xml,trama vascular,642,656,B-Estructura_Corporal
2112,ES100663.xml,lesiones vertebrales,689,709,B-Grp_Enfermedad
2114,ES100663.xml,aplastamientos vertebrales osteoporóticos,751,792,B-Grp_Enfermedad
2116,ES100663.xml,lumbociática,867,879,B-Grp_Enfermedad
2117,ES100663.xml,lesiones vertebrales,884,904,B-Grp_Enfermedad
2120,ES100663.xml,masa esofágica,959,973,B-Grp_Enfermedad
2121,ES100663.xml,lumbalgia,1066,1075,B-Grp_Enfermedad
2123,ES100663.xml,disfagia,1146,1154,B-Grp_Enfermedad
2126,ES100663.xml,hepatomegalia,1301,1314,B-Grp_Enfermedad
2127,ES100663.xml,dolor,1337,1342,B-Grp_Enfermedad
2129,ES100663.xml,lesión,1482,1488,B-Grp_Enfermedad
2131,ES100663.xml,rompe serosa,1589,1601,B-Grp_Enfermedad
2132,ES100663.xml,adenopatías periféricas,1618,1641,B-Grp_Enfermedad
2134,ES100663.xml,metástasis hepáticas,1692,1712,B-Grp_Enfermedad
2136,ES100663.xml,masa tumoral,1903,1915,B-Grp_Enfermedad
2138,ES100663.xml,metástasis hepáticas,1974,1994,B-Grp_Enfermedad
2139,ES100663.xml,óseas,2007,2012,B-Estructura_Corporal
2140,ES100663.xml,melanoma maligno,2071,2087,B-Grp_Enfermedad
2141,ES100663.xml,MELAN,2101,2106,B-Grp_Medicamento
2142,ES100663.xml,necrosis,2140,2148,B-Grp_Enfermedad
2144,ES100715.xml,hipertensión,258,270,B-Grp_Enfermedad
2145,ES100715.xml,diabetes tipo 2,273,288,B-Grp_Enfermedad
2146,ES100715.xml,tabaquismo,369,379,B-Grp_Enfermedad
2147,ES100715.xml,consumo,382,389,B-Grp_Enfermedad
2149,ES100715.xml,gran aumento,439,451,B-Calificador
2154,ES100715.xml,lesión era,576,586,B-Grp_Enfermedad
2155,ES100715.xml,linfoadenopatías,620,636,B-Grp_Enfermedad
2157,ES100715.xml,lesión,813,819,B-Grp_Enfermedad
2161,ES100715.xml,adelgazamiento,1030,1044,B-Grp_Enfermedad
2162,ES100715.xml,perforación,1047,1058,B-Grp_Enfermedad
2164,ES100715.xml,lesión,1170,1176,B-Grp_Enfermedad
2165,ES100715.xml,cavidad quística,1233,1249,B-Grp_Enfermedad
2169,ES100715.xml,lesión,1455,1461,B-Grp_Enfermedad
2170,ES100715.xml,tumor odontogénico,1467,1485,B-Grp_Enfermedad
2171,ES100715.xml,terapia descompresiva,1555,1576,B-Grp_Medicamento
2172,ES100715.xml,dolor,1641,1646,B-Grp_Enfermedad
2173,ES100715.xml,impotencia funcional,1649,1669,B-Calificador
2174,ES100715.xml,aumento del compromiso,1907,1929,B-Grp_Enfermedad
2179,ES100715.xml,defecto óseo,2346,2358,B-Grp_Enfermedad
2181,ES100715.xml,membrana quística,2545,2562,B-Estructura_Corporal
2183,ES100715.xml,pérdida de la estratificación epitelial,2609,2648,B-Grp_Enfermedad
2184,ES100715.xml,pleomorfismo celular,2650,2670,B-Grp_Enfermedad
2185,ES100715.xml,pérdida,2682,2689,B-Grp_Enfermedad
2186,ES100715.xml,proliferación neoplásica,2763,2787,B-Grp_Enfermedad
2187,ES100715.xml,patrón infiltrativo,2802,2821,B-Grp_Enfermedad
2191,ES100715.xml,carcinoma de células,3115,3135,B-Grp_Enfermedad
2195,ES100715.xml,metástasis,3342,3352,B-Grp_Enfermedad
2196,ES100715.xml,tumores primarios,3366,3383,B-Grp_Enfermedad
2197,ES100715.xml,neumonía,3463,3471,B-Grp_Enfermedad
55,ES100098.xml,EPOC moderado,37,50,B-Grp_Enfermedad
56,ES100098.xml,hábitos tóxicos,104,119,B-Grp_Enfermedad
57,ES100098.xml,fumador,147,154,B-Grp_Enfermedad
58,ES100098.xml,bebedor,179,186,B-Grp_Enfermedad
59,ES100098.xml,uretrorragia,274,286,B-Grp_Enfermedad
62,ES100098.xml,divertículo,566,577,B-Grp_Enfermedad
67,ES100098.xml,neoplasia vesical,769,786,B-Grp_Enfermedad
68,ES100098.xml,estenosis uretral,825,842,B-Grp_Enfermedad
69,ES100098.xml,tumor sólido,914,926,B-Grp_Enfermedad
71,ES100098.xml,enfermedad residual,1050,1069,B-Grp_Enfermedad
72,ES100098.xml,actina,1310,1316,B-Grp_Medicamento
73,ES100098.xml,proliferación fibroblástica reactiva,1343,1379,B-Grp_Enfermedad
74,ES100098.xml,tumor fibroso,1386,1399,B-Grp_Enfermedad
75,ES100098.xml,leiomiosarcoma,1597,1611,B-Grp_Enfermedad
77,ES100098.xml,mitosis,1627,1634,B-Grp_Enfermedad
79,ES100098.xml,pleomorfismo celular,1675,1695,B-Grp_Enfermedad
83,ES100098.xml,inflamación,1820,1831,B-Grp_Enfermedad
85,ES100098.xml,Infiltración,1853,1865,B-Grp_Enfermedad
89,ES100098.xml,tumor,2023,2028,B-Grp_Enfermedad
90,ES100098.xml,células tumorales,2055,2072,B-Estructura_Corporal
92,ES100098.xml,vimentina,2140,2149,B-Grp_Medicamento
93,ES100098.xml,actina,2152,2158,B-Grp_Medicamento
94,ES100098.xml,EMA,2215,2218,B-Grp_Enfermedad
95,ES100098.xml,Citoquerqatinas de Alto Peso Molecular,2221,2259,B-Grp_Medicamento
96,ES100098.xml,leiomiosarcoma,2291,2305,B-Grp_Enfermedad
102,ES100098.xml,enfermedad a distancia,2647,2669,B-Grp_Enfermedad
103,ES100098.xml,radioterapia,2701,2713,B-Grp_Medicamento
104,ES100098.xml,quimioterapia,2730,2743,B-Grp_Medicamento
105,ES100098.xml,radioterapia,2780,2792,B-Grp_Medicamento
106,ES100098.xml,quimioterapia,2828,2841,B-Grp_Medicamento
107,ES100098.xml,cistoscopias periódicas,3084,3107,B-Grp_Enfermedad
109,ES100098.xml,enfermedad,3238,3248,B-Grp_Enfermedad
1389,ES100259.xml,crisis hipertensivas,60,80,B-Grp_Enfermedad
1390,ES100259.xml,sudoración profusa,120,138,B-Grp_Enfermedad
1391,ES100259.xml,enrojecimiento generalizado,140,167,B-Grp_Enfermedad
1392,ES100259.xml,cefalea,169,176,B-Grp_Enfermedad
1393,ES100259.xml,dolor lumbar,196,208,B-Grp_Enfermedad
1394,ES100259.xml,eritema malar,342,355,B-Grp_Enfermedad
1395,ES100259.xml,elevación,445,454,B-Grp_Enfermedad
1399,ES100259.xml,dopamina,566,574,B-Grp_Medicamento
1401,ES100259.xml,masa retroperitoneal,692,712,B-Grp_Enfermedad
1403,ES100259.xml,masa retroperitoneal,906,926,B-Grp_Enfermedad
1408,ES100259.xml,defecto de repleción intracava infrarrenal,1184,1226,B-Grp_Enfermedad
1409,ES100259.xml,paraganglioma,1271,1284,B-Grp_Enfermedad
1410,ES100259.xml,bloqueo beta,1326,1338,B-Grp_Enfermedad
1414,ES100259.xml,tumor intracava,1527,1542,B-Grp_Enfermedad
1417,ES100259.xml,paraganglioma,1765,1778,B-Grp_Enfermedad
1418,ES100259.xml,enfermedad residual,1954,1973,B-Grp_Enfermedad
1420,ES100259.xml,tratamiento quimioterápico,2033,2059,B-Grp_Medicamento
2691,ES100112.xml,síndrome constitucional,76,99,B-Grp_Enfermedad
2692,ES100112.xml,anemia,101,107,B-Grp_Enfermedad
2693,ES100112.xml,masa,110,114,B-Grp_Enfermedad
2697,ES100112.xml,fibrilación auricular,262,283,B-Grp_Enfermedad
2698,ES100112.xml,enfermedad pulmonar obstructiva crónica,299,338,B-Grp_Enfermedad
2701,ES100112.xml,anorexia,422,430,B-Grp_Enfermedad
2702,ES100112.xml,astenia,432,439,B-Grp_Enfermedad
2703,ES100112.xml,pérdida,443,450,B-Grp_Enfermedad
2704,ES100112.xml,dolor súbito,533,545,B-Grp_Enfermedad
2708,ES100112.xml,masa dolorosa,670,683,B-Grp_Enfermedad
2709,ES100112.xml,anemia normocítica,751,769,B-Grp_Enfermedad
2711,ES100112.xml,urinario,855,863,B-Estructura_Corporal
2713,ES100112.xml,masa renal derecha,931,949,B-Grp_Enfermedad
2714,ES100112.xml,área extraparenquimatosa,1027,1051,B-Grp_Enfermedad
2715,ES100112.xml,hematoma,1067,1075,B-Grp_Enfermedad
2717,ES100112.xml,masa mixta,1149,1159,B-Grp_Enfermedad
2719,ES100112.xml,infiltración,1229,1241,B-Grp_Enfermedad
2721,ES100112.xml,adenopatías,1276,1287,B-Grp_Enfermedad
2722,ES100112.xml,trombosis vascular,1292,1310,B-Grp_Enfermedad
2723,ES100112.xml,masa tumoral,1361,1373,B-Grp_Enfermedad
2726,ES100112.xml,masa tumoral,1552,1564,B-Grp_Enfermedad
2730,ES100112.xml,masa tumoral,1680,1692,B-Grp_Enfermedad
2732,ES100112.xml,afectación,1755,1765,B-Grp_Enfermedad
2734,ES100112.xml,tumor maligno fusocelular renal,1826,1857,B-Grp_Enfermedad
2736,ES100112.xml,infiltración perirrenal,1920,1943,B-Grp_Enfermedad
2737,ES100112.xml,afectación,1961,1971,B-Grp_Enfermedad
2740,ES100112.xml,masas quísticas,2228,2243,B-Grp_Enfermedad
2744,ES100112.xml,infiltración hepática,2372,2393,B-Grp_Enfermedad
2747,ES100112.xml,metástasis carcinoma renal,2565,2594,B-Grp_Enfermedad
2750,ES100112.xml,lesiones metastásicas,2648,2669,B-Grp_Enfermedad
2751,ES100112.xml,mareo,2723,2728,B-Grp_Enfermedad
2752,ES100112.xml,distensión abdominal,2730,2750,B-Grp_Enfermedad
2753,ES100112.xml,anemia,2753,2759,B-Grp_Enfermedad
2755,ES100112.xml,masa retroperitoneal,2889,2909,B-Grp_Enfermedad
2757,ES100112.xml,hematoma retroperitoneal,2993,3017,B-Grp_Enfermedad
2761,ES100112.xml,tumoración maligna,3166,3184,B-Grp_Enfermedad
2765,ES100112.xml,tumor renal,3262,3273,B-Grp_Enfermedad
2766,ES100112.xml,hematoma retroperitoneal,3331,3355,B-Grp_Enfermedad
1110,ES100310.xml,carcinoma epidermoide infiltrante,34,67,B-Grp_Enfermedad
1114,ES100310.xml,disfagia,175,183,B-Grp_Enfermedad
1117,ES100310.xml,pérdida ponderal,250,266,B-Grp_Enfermedad
1118,ES100310.xml,sangrado,468,476,B-Grp_Enfermedad
1119,ES100310.xml,dilatar,480,487,B-Grp_Enfermedad
1120,ES100310.xml,estenosis,492,501,B-Grp_Enfermedad
1460,ES100304.xml,enfermedad metabólica,175,196,B-Grp_Enfermedad
1461,ES100304.xml,microcefalia,256,268,B-Grp_Enfermedad
1462,ES100304.xml,retraso mental severo,271,292,B-Grp_Enfermedad
1463,ES100304.xml,malformación cardiaca,346,367,B-Grp_Enfermedad
1464,ES100304.xml,retraso mental leve-moderado,725,753,B-Grp_Enfermedad
1465,ES100304.xml,enfermedades,798,810,B-Grp_Enfermedad
