,file,id_event,string,begin,end,ALINK,TLINK,contextualAspect,contextualModality,degree,docTimeRel,eventType,permanence,polarity
3756,ES100705.xml,4483,cierre,614,620,0.0,0,0.0,HYPOTHETICAL-OTHER,0.0,BEFORE,0,FINITE,POS
3758,ES100705.xml,4517,Técnica,714,721,0.0,5532 5535 5538 5541,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
3759,ES100705.xml,4532,incide,777,783,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
3760,ES100705.xml,4547,contorneando,784,796,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
3762,ES100705.xml,4577,tomando,817,824,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
3763,ES100705.xml,4592,desdobla,872,880,0.0,5550 5553,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
3764,ES100705.xml,4607,revestía,895,903,0.0,5381,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
3765,ES100705.xml,4622,rodeaba,906,913,0.0,5373,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
3766,ES100705.xml,4637,fístula,919,926,0.0,5384,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
3767,ES100705.xml,4652,afrontan,932,940,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
3768,ES100705.xml,4667,crear,957,962,0.0,5390,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
3770,ES100705.xml,4697,plantilla,994,1003,0.0,5560 5563 5566,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
3771,ES100705.xml,4712,diseña,1066,1072,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
3773,ES100705.xml,4742,suturan,1111,1118,0.0,5574 5577 5580 5583 5586,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
3774,ES100705.xml,4757,estabilizar,1222,1233,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
3775,ES100705.xml,4772,soporte,1240,1247,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
3776,ES100705.xml,4787,facilitar,1265,1274,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
3777,ES100705.xml,4802,toma,1278,1282,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
3778,ES100705.xml,4817,obtenido,1307,1315,0.0,5406,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
3779,ES100705.xml,4832,cierre,1350,1356,0.0,5596,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
3780,ES100705.xml,4847,posiciona,1410,1419,0.0,5602 5605 5608,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
3782,ES100705.xml,4877,inicia,1462,1468,5310.0,5424,0.0,ACTUAL,0.0,BEFORE,ASPECTUAL,FINITE,POS
3783,ES100705.xml,4895,sutura,1472,1478,0.0,5418,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
3784,ES100705.xml,4910,partiendo,1479,1488,0.0,0,0.0,ACTUAL,0.0,BEFORE,ASPECTUAL,FINITE,POS
3785,ES100705.xml,4925,cirugía,1544,1551,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
3786,ES100705.xml,4940,prueba,1567,1573,0.0,5440 5443 5446,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
3787,ES100705.xml,4955,observaron,1594,1604,0.0,0,0.0,ACTUAL,0.0,BEFORE,EVIDENTIAL,FINITE,NEG
3789,ES100705.xml,4985,eliminó,1638,1645,0.0,5460,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
3792,ES100705.xml,5030,cierre,1693,1699,0.0,5466,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
3794,ES100705.xml,5060,cierre,1817,1823,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
3795,ES100659.xml,2264,presenta,3,11,0.0,0,0.0,ACTUAL,0.0,IS-CONTAINED,0,FINITE,POS
3797,ES100659.xml,2300,ingresa,78,85,0.0,3041 3044,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
3799,ES100659.xml,2334,refiere,153,160,0.0,3051,0.0,ACTUAL,0.0,BEFORE,EVIDENTIAL,FINITE,POS
3802,ES100659.xml,2385,síntomas,219,227,0.0,2902,0.0,ACTUAL,0.0,BEFORE,0,FINITE,NEG
3803,ES100659.xml,2402,exploración,234,245,0.0,3057,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
3804,ES100659.xml,2436,palpa,250,255,0.0,0,0.0,ACTUAL,0.0,BEFORE,EVIDENTIAL,FINITE,POS
3807,ES100659.xml,2472,Analítica,328,337,0.0,3063 3066 3069 3072 3075 3078,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
3808,ES100659.xml,2489,triglicéridos,339,352,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
3809,ES100659.xml,2508,lipasa,355,361,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
3810,ES100659.xml,2527,resto,372,377,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
3811,ES100659.xml,2546,hemograma,390,399,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
3812,ES100659.xml,2565,coagulación,402,413,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
3813,ES100659.xml,2584,exploración,433,444,0.0,3089 3092 3095 3098,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
3815,ES100659.xml,2620,bajando,463,470,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
3816,ES100659.xml,2956,hematocrito,474,485,0.0,2997,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
3817,ES100659.xml,2639,trasfusión,512,522,0.0,2944,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
3818,ES100659.xml,2656,estable,563,570,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
3819,ES100659.xml,2675,prueba,583,589,0.0,3107,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
3820,ES100659.xml,2709,informa,605,612,0.0,0,0.0,ACTUAL,0.0,BEFORE,EVIDENTIAL,FINITE,POS
3822,ES100659.xml,2728,ingresa,692,699,0.0,3113,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
3823,ES100659.xml,2745,estable,723,730,0.0,3003,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
3824,ES100659.xml,2762,programado,770,780,0.0,3015,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
3825,ES100659.xml,2779,intervención,786,798,0.0,3119 3122,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
3826,ES100659.xml,2796,quistoyeyunostomía,825,844,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
3827,ES100659.xml,2815,incidencias,879,890,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,NEG
3828,ES100659.xml,2834,alta,907,911,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
3829,ES100659.xml,2853,intervención,930,942,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
3832,ES100840.xml,7232,periodos,94,102,0.0,0,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
3833,ES100840.xml,7251,embarazo,128,136,0.0,9060,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
3834,ES100840.xml,7268,parto,159,164,0.0,0,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
3835,ES100840.xml,7287,acude,186,191,0.0,9486,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
3839,ES100840.xml,7355,evolución,308,317,0.0,0,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
3840,ES100840.xml,7374,refiere,331,338,0.0,9492,0.0,ACTUAL,0,BEFORE,EVIDENTIAL,FINITE,POS
3841,ES100840.xml,7391,episodios,343,352,0.0,9118 9121,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
3842,ES100840.xml,7408,resolvieron,388,399,0.0,0,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
3843,ES100840.xml,7427,sintomatología,440,454,0.0,9134,0.0,ACTUAL,0,BEFORE,0,FINITE,NEG
3844,ES100840.xml,7444,exploración,474,485,0.0,9498 9501 9504,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
3845,ES100840.xml,7461,estado,509,515,0.0,9140,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
3846,ES100840.xml,7478,estabilidad,529,540,0.0,9146,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
3851,ES100840.xml,7565,palpación,619,628,0.0,9170,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
3852,ES100840.xml,7582,signos,699,705,0.0,9176,0.0,ACTUAL,0,BEFORE,EVIDENTIAL,FINITE,NEG
3854,ES100840.xml,7616,palparse,737,745,0.0,0,0.0,ACTUAL,0,BEFORE,EVIDENTIAL,FINITE,NEG
3857,ES100840.xml,7669,peristaltismo,772,785,0.0,9200,0.0,ACTUAL,LITTLE,BEFORE,0,FINITE,POS
3858,ES100840.xml,7686,analítica,804,813,0.0,9512 9515 9518,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
3860,ES100840.xml,7720,predominio,862,872,0.0,9212,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
3861,ES100840.xml,7737,PCR,889,892,0.0,0,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
3862,ES100840.xml,7756,resto,914,919,0.0,9224 9227 9230 9233 9236 9239,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
3863,ES100840.xml,7773,glucosa,937,944,0.0,0,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
3864,ES100840.xml,7792,iones,946,951,0.0,0,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
3865,ES100840.xml,7811,función,953,960,0.0,0,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
3866,ES100840.xml,7830,enzimas,968,975,0.0,0,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
3867,ES100840.xml,7849,amilasa,987,994,0.0,0,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
3868,ES100840.xml,7868,sistemático,996,1007,0.0,0,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
3869,ES100840.xml,7887,RX,1036,1038,0.0,9526,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
3870,ES100840.xml,7904,aprecia,1075,1082,0.0,0,0.0,ACTUAL,0,BEFORE,EVIDENTIAL,FINITE,POS
3872,ES100840.xml,7946,niveles,1134,1141,0.0,9286,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
3873,ES100840.xml,7963,gas,1168,1171,0.0,9292,0.0,ACTUAL,0,BEFORE,0,FINITE,NEG
3876,ES100840.xml,8016,ecografía,1251,1260,0.0,9532,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
3877,ES100840.xml,8033,observa,1274,1281,0.0,0,0.0,ACTUAL,0,BEFORE,EVIDENTIAL,FINITE,POS
3878,ES100840.xml,8052,gas,1292,1295,0.0,9308,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
3881,ES100840.xml,8103,TAC,1393,1396,0.0,9538 9541,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
3882,ES100840.xml,8120,evidencia,1410,1419,0.0,0,0.0,ACTUAL,0,BEFORE,EVIDENTIAL,FINITE,POS
3884,ES100840.xml,8156,respeta,1461,1468,0.0,0,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
3885,ES100840.xml,8175,apreciándose,1485,1497,0.0,0,0.0,ACTUAL,0,BEFORE,EVIDENTIAL,FINITE,POS
3886,ES100840.xml,8194,cambio,1536,1542,0.0,9336,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
3887,ES100840.xml,8211,opacificación,1578,1591,0.0,0,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
3889,ES100840.xml,8247,acumulación,1615,1626,0.0,9348,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
3891,ES100840.xml,8281,tratamiento,1745,1756,0.0,9548 9551 9554 9557 9560 9563,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
3892,ES100840.xml,8298,sonda,1773,1778,0.0,0,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
3895,ES100840.xml,8355,evidenciarse,1824,1836,0.0,0,0.0,ACTUAL,0,BEFORE,EVIDENTIAL,FINITE,NEG
3896,ES100840.xml,8374,mejoría,1837,1844,0.0,0,0.0,ACTUAL,0,BEFORE,0,FINITE,NEG
3897,ES100840.xml,8393,decide,1907,1913,0.0,9370,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
3898,ES100840.xml,8410,intervención,1914,1926,0.0,0,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
3899,ES100840.xml,8429,abordaje,1942,1950,0.0,9574 9577,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
3901,ES100840.xml,8465,objetivándose,2008,2021,0.0,0,0.0,ACTUAL,0,BEFORE,EVIDENTIAL,FINITE,POS
3902,ES100840.xml,8484,cantidad,2031,2039,0.0,9376,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
3905,ES100840.xml,8535,retracción,2196,2206,0.0,9394,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
3907,ES100840.xml,8569,exploración,2265,2276,0.0,9584,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
3908,ES100840.xml,8586,resección,2321,2330,0.0,9590 9593,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
3909,ES100840.xml,8603,anastomosis,2343,2354,0.0,9406,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
3910,ES100840.xml,8620,drenaje,2389,2396,0.0,0,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
3911,ES100840.xml,8639,remiten,2442,2449,0.0,9600 9603,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
3912,ES100840.xml,8656,estudio,2486,2493,0.0,0,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
3913,ES100840.xml,8675,informándose,2507,2519,0.0,0,0.0,ACTUAL,0,BEFORE,EVIDENTIAL,FINITE,POS
3914,ES100840.xml,8694,observan,2564,2572,0.0,0,0.0,ACTUAL,0,BEFORE,EVIDENTIAL,FINITE,POS
3917,ES100840.xml,8747,objetivan,2638,2647,0.0,9610,0.0,ACTUAL,0,BEFORE,EVIDENTIAL,FINITE,POS
3918,ES100840.xml,8764,islotes,2648,2655,0.0,9424,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
3919,ES100840.xml,8781,nidos,2658,2663,0.0,9430,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
3921,ES100840.xml,8815,observa,2752,2759,0.0,0,0.0,ACTUAL,0,BEFORE,EVIDENTIAL,FINITE,POS
3927,ES100840.xml,8927,curso,2986,2991,0.0,9466 9469,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
3928,ES100840.xml,8944,complicaciones,3023,3037,0.0,0,0.0,ACTUAL,0,BEFORE,0,FINITE,NEG
3929,ES100840.xml,8963,remite,3042,3048,0.0,9476 9479,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
3930,ES100840.xml,8980,valorar,3109,3116,0.0,0,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
3931,ES100840.xml,8999,inicio,3117,3123,9054.0,0,0.0,HYPOTHETICAL-OTHER,0,BEFORE,ASPECTUAL,FINITE,POS
3932,ES100840.xml,9016,tratamiento,3127,3138,0.0,0,0.0,HYPOTHETICAL-OTHER,0,BEFORE,0,FINITE,POS
3933,ES100840.xml,9035,seguimiento,3197,3208,0.0,0,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
3934,ES100713.xml,4472,antecedentes,42,54,0.0,5560,0.0,ACTUAL,0.0,BEFORE,0,FINITE,NEG
3935,ES100713.xml,4489,consultó,67,75,0.0,5804,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
3937,ES100713.xml,4523,notado,149,155,0.0,0,0.0,ACTUAL,0.0,BEFORE,EVIDENTIAL,FINITE,POS
3938,ES100713.xml,4542,refería,180,187,0.0,5810,0.0,ACTUAL,0.0,BEFORE,EVIDENTIAL,FINITE,NEG
3940,ES100713.xml,4576,exploración,227,238,0.0,5816,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
3941,ES100713.xml,4610,palpaba,242,249,0.0,0,0.0,ACTUAL,0.0,BEFORE,EVIDENTIAL,FINITE,POS
3943,ES100713.xml,4629,pulsatilidad,372,384,0.0,5594,0.0,HEDGED,0.0,BEFORE,0,FINITE,NEG
3944,ES100713.xml,4646,ecografía,401,410,0.0,5822,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
3945,ES100713.xml,4697,informó,419,426,0.0,0,0.0,ACTUAL,0.0,BEFORE,EVIDENTIAL,FINITE,POS
3948,ES100713.xml,4716,señal,500,505,0.0,5612,0.0,ACTUAL,0.0,BEFORE,0,FINITE,NEG
3949,ES100713.xml,4733,tomografía,519,529,0.0,5828,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
3950,ES100713.xml,4805,detectó,559,566,0.0,0,0.0,ACTUAL,0.0,BEFORE,EVIDENTIAL,FINITE,POS
3952,ES100713.xml,4767,estructura,617,627,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
3953,ES100713.xml,4786,expansión,650,659,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
3956,ES100713.xml,4858,resonancia,713,723,0.0,5834 5837,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
3957,ES100713.xml,4875,RM,735,737,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
3958,ES100713.xml,4894,describió,739,748,0.0,0,0.0,ACTUAL,0.0,BEFORE,EVIDENTIAL,FINITE,POS
3960,ES100713.xml,4930,márgenes,807,815,0.0,5650,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
3962,ES100713.xml,4964,captación,913,922,0.0,5662,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
3964,ES100713.xml,4998,características,1020,1035,0.0,5674,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
3965,ES100713.xml,5015,decidió,1065,1072,0.0,5844 5847,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
3966,ES100713.xml,5032,extirpación,1073,1084,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
3968,ES100713.xml,5068,abordaje,1137,1145,0.0,5686 5689 5692,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
3969,ES100713.xml,5085,ampliación,1170,1180,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
3970,ES100713.xml,5104,disección,1206,1215,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
3971,ES100713.xml,5123,expuso,1230,1236,0.0,5854,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
3973,ES100713.xml,5157,osteotomía,1257,1267,0.0,5706 5709,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
3974,ES100713.xml,5174,margen,1290,1296,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
3975,ES100713.xml,5193,defecto,1334,1341,0.0,5716,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
3976,ES100713.xml,5210,reconstruyó,1345,1356,0.0,5860,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
3977,ES100713.xml,5227,injerto,1361,1368,0.0,5722,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
3978,ES100713.xml,5244,placa,1381,1386,0.0,5728,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
3979,ES100713.xml,5261,rellenaron,1436,1446,0.0,5866,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
3980,ES100713.xml,5278,obtenido,1466,1474,0.0,5734,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
3981,ES100713.xml,5295,controles,1499,1508,0.0,5872,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
3982,ES100713.xml,5312,muestran,1538,1546,0.0,0,0.0,ACTUAL,0.0,BEFORE,EVIDENTIAL,FINITE,POS
3983,ES100713.xml,5331,reconstrucción,1551,1565,0.0,5746,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
3984,ES100713.xml,5348,consolidación,1586,1599,0.0,5752,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
3985,ES100713.xml,5365,estudio,1612,1619,0.0,5878,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
3986,ES100713.xml,5382,reveló,1638,1644,0.0,0,0.0,ACTUAL,0.0,BEFORE,EVIDENTIAL,FINITE,POS
3987,ES100713.xml,5401,recubiertos,1675,1686,0.0,5758,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
3988,ES100713.xml,5418,atipia,1704,1710,0.0,5764,0.0,ACTUAL,0.0,BEFORE,0,FINITE,NEG
3990,ES100713.xml,5452,estudio,1769,1776,0.0,5776,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
3991,ES100713.xml,5469,GLUT,1814,1818,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
3993,ES100713.xml,5505,seguimiento,1962,1973,0.0,0,0.0,ACTUAL,0.0,CONTAINS,0,FINITE,POS
3994,ES100713.xml,5524,asintomático,2006,2018,0.0,5798,0.0,ACTUAL,0.0,CONTAINS,0,FINITE,POS
3995,ES100713.xml,5541,estético,2037,2045,0.0,0,0.0,ACTUAL,0.0,CONTAINS,0,FINITE,POS
3996,ES100896.xml,4562,acudía,39,45,0.0,0,0,ACTUAL,0,BEFORE,0,FINITE,POS
3997,ES100896.xml,4581,llanto,61,67,0.0,5681,0,ACTUAL,0,BEFORE,0,FINITE,POS
4000,ES100896.xml,4632,evolución,138,147,0.0,0,0,ACTUAL,0,BEFORE,0,FINITE,POS
4002,ES100896.xml,4668,rechazo,171,178,0.0,0,0,ACTUAL,0,BEFORE,0,FINITE,POS
4004,ES100896.xml,4706,antecedentes,228,240,0.0,5926 5929,0,ACTUAL,0,BEFORE,0,FINITE,POS
4006,ES100896.xml,4742,antecedente,309,320,0.0,5932 5935 5938,0,ACTUAL,0,BEFORE,0,FINITE,POS
4008,ES100896.xml,4778,exploración,372,383,0.0,5751 5754 5757 5760 5763 5766 5769,0,ACTUAL,0,BEFORE,0,FINITE,POS
4009,ES100896.xml,4795,apreciaba,395,404,0.0,0,0,ACTUAL,0,BEFORE,EVIDENTIAL,FINITE,POS
4010,ES100896.xml,4814,peso,406,410,0.0,0,0,ACTUAL,0,BEFORE,0,FINITE,POS
4011,ES100896.xml,4833,talla,427,432,0.0,0,0,ACTUAL,0,BEFORE,0,FINITE,POS
4012,ES100896.xml,4852,temperatura,449,460,0.0,0,0,ACTUAL,0,BEFORE,0,FINITE,POS
4013,ES100896.xml,4871,presión,473,480,0.0,0,0,ACTUAL,0,BEFORE,0,FINITE,POS
4014,ES100896.xml,4890,frecuencia,507,517,0.0,0,0,ACTUAL,0,BEFORE,0,FINITE,POS
4016,ES100896.xml,4928,saturación,611,621,0.0,0,0,ACTUAL,0,BEFORE,0,FINITE,POS
4017,ES100896.xml,4947,aspecto,655,662,0.0,5946 5949 5952 5955,0,ACTUAL,0,BEFORE,0,FINITE,POS
4019,ES100896.xml,4983,calmaba,697,704,0.0,0,0,ACTUAL,0,BEFORE,0,FINITE,NEG
4022,ES100896.xml,5038,auscultación,811,823,0.0,5974,0,ACTUAL,0,BEFORE,0,FINITE,POS
4023,ES100896.xml,5055,objetivaba,840,850,0.0,0,0,ACTUAL,0,BEFORE,EVIDENTIAL,FINITE,POS
4024,ES100896.xml,5074,entrada,861,868,0.0,5781,0,ACTUAL,0,BEFORE,0,FINITE,POS
4027,ES100896.xml,5125,auscultación,944,956,0.0,0,0,ACTUAL,0,BEFORE,0,FINITE,POS
4030,ES100896.xml,5186,otoscopia,1046,1055,0.0,5994,0,ACTUAL,0,BEFORE,0,FINITE,POS
4031,ES100896.xml,5203,observaba,1059,1068,0.0,0,0,ACTUAL,0,BEFORE,EVIDENTIAL,FINITE,POS
4033,ES100896.xml,5239,reflejo,1107,1114,0.0,5811,0,ACTUAL,0,BEFORE,0,FINITE,POS
4034,ES100896.xml,5256,resto,1139,1144,0.0,6000,0,ACTUAL,0,BEFORE,0,FINITE,POS
4035,ES100896.xml,5273,radiografías,1193,1205,0.0,6006,0,ACTUAL,0,BEFORE,0,FINITE,POS
4036,ES100896.xml,5290,objetivó,1255,1263,0.0,0,0,ACTUAL,0,BEFORE,EVIDENTIAL,FINITE,POS
4038,ES100896.xml,5326,aire,1300,1304,0.0,5829,0,ACTUAL,0,BEFORE,0,FINITE,POS
4039,ES100896.xml,5343,signo,1321,1326,0.0,5835,0,ACTUAL,0,BEFORE,EVIDENTIAL,FINITE,POS
4041,ES100896.xml,5377,llegó,1396,1401,0.0,6012 6015,0,ACTUAL,0,BEFORE,0,FINITE,POS
4044,ES100896.xml,5428,ingresó,1475,1482,0.0,0,0,ACTUAL,0,BEFORE,0,FINITE,POS
4045,ES100896.xml,5859,tratamiento,1516,1527,0.0,6022 6025 6028,0,ACTUAL,0,BEFORE,0,FINITE,POS
4047,ES100896.xml,5466,prednisolona,1604,1616,0.0,0,0,ACTUAL,0,BEFORE,0,FINITE,POS
4048,ES100896.xml,5485,evolución,1634,1643,0.0,6036 6039 6042 6045,0,ACTUAL,0,BEFORE,0,FINITE,POS
4049,ES100896.xml,5502,buena,1656,1661,0.0,0,0,ACTUAL,0,BEFORE,0,FINITE,POS
4050,ES100896.xml,5521,signos,1686,1692,0.0,0,0,ACTUAL,0,BEFORE,EVIDENTIAL,FINITE,NEG
4053,ES100896.xml,5578,radiografía,1741,1752,0.0,5896,0,ACTUAL,0,BEFORE,0,FINITE,POS
4054,ES100896.xml,5595,apreciaba,1776,1785,0.0,0,0,ACTUAL,0,BEFORE,EVIDENTIAL,FINITE,POS
4056,ES100896.xml,5631,dada,1852,1856,0.0,0,0,ACTUAL,0,BEFORE,0,FINITE,POS
4057,ES100896.xml,5650,prueba,1869,1875,0.0,0,0,ACTUAL,0,BEFORE,0,FINITE,POS
4058,ES100064.xml,7941,consultó,21,29,0.0,0,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
4063,ES100064.xml,8028,tratamiento,195,206,0.0,0,0,ACTUAL,0.0,CONTAINS,0,FINITE,POS
4064,ES100064.xml,8047,intervenido,215,226,0.0,0,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
4068,ES100064.xml,8102,biopsia,370,377,0.0,0,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
4069,ES100064.xml,8121,PSA,417,420,0.0,0,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
4070,ES100064.xml,8140,fosfatasas,429,439,0.0,0,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
4072,ES100064.xml,8178,evidenció,481,490,0.0,0,0,ACTUAL,0.0,BEFORE,EVIDENTIAL,FINITE,POS
4074,ES100064.xml,8214,tratamiento,544,555,0.0,9737,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
4075,ES100064.xml,8231,nadir,652,657,0.0,0,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
4076,ES100064.xml,8250,ingreso,736,743,0.0,0,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
4077,ES100064.xml,8269,refería,744,751,0.0,10091,0,ACTUAL,0.0,BEFORE,EVIDENTIAL,FINITE,POS
4080,ES100064.xml,8322,protrusión,876,886,0.0,0,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
